16:05:2014_13:08:55.1562500PM #100000905,100000906,100000907,100000908,100000909
01:12:2014_12:32:00.2656250PM #100002655,100002656,100002658,100002659,100002660,100002661,100002664,100002665,100002667,100002668,100002669,100002670,100002671
01:12:2014_12:35:20.5000000PM #100002655,100002656,100002658,100002659,100002660,100002661,100002664,100002665,100002667,100002668,100002669,100002670,100002671
01:12:2014_12:46:40.2656250PM #100002656
01:12:2014_12:48:57.9843750PM #100002656
06:12:2014_11:28:06.0468750AM #100002727
06:12:2014_11:28:32.0781250AM #100002727
06:12:2014_11:36:51.4687500AM #100002727
06:12:2014_11:38:03.7968750AM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_11:40:29.5000000AM #100002727
06:12:2014_11:44:46.4375000AM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_12:42:20.7031250PM #100002727
06:12:2014_12:42:34.5312500PM #100002727
06:12:2014_12:49:41.2500000PM #100002727
06:12:2014_12:52:19.9687500PM #100002727
06:12:2014_13:01:08.9687500PM #100002727
06:12:2014_13:09:17.9062500PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_13:10:05.3437500PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_13:11:03.0781250PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_14:35:26.8593750PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_14:37:17.0312500PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_14:39:30.2656250PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_14:43:40.7343750PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_14:57:44.8906250PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
06:12:2014_15:00:37.3750000PM #100002723,100002724,100002725,100002726,100002727,100002728,100002729,100002730,100002731,100002732,100002733,100002734,100002735
26:12:2014_16:23:21.7656250PM #000000020,000000021
31:12:2014_17:30:45.7500000PM #000000020,000000021
31:12:2014_17:41:34.2656250PM #000000020,000000021
31:12:2014_17:51:17.2343750PM #000000027,000000028,100003012,100003013,100003014,100003015,100003016,100003017,100003018,100003020,100003021,100003022,100003025,100003026,100003027,100003028,100003029,000000029,100003024,100003030,100003005
21:01:2015_19:02:54.5312500PM #000000027,000000028,100003012,100003013,100003014,100003015,100003016,100003017,100003018,100003020,100003021,100003022,100003025,100003026,100003027,100003028,100003029,000000029,100003024,100003030,100003005
21:01:2015_19:04:42.6406250PM #000000027,000000028,100003012,100003013,100003014,100003015,100003016,100003017,100003018,100003020,100003021,100003022,100003025,100003026,100003027,100003028,100003029,000000029,100003024,100003030,100003005
21:01:2015_20:49:17.9218750PM #100003315,100003317,100003319,100003322,100003325,100003327,100003328,100003329,100003330,100003331,100003332,100003333,100003334,100003335,100003323
18:02:2015_15:01:32.3281250PM #100003749
07:03:2015_21:29:05.0312500PM #100004015,100004030,100004031,100004032,100004033,100004034,100004035,100004036,100004037,100004040,100004041,100004042,100004043
07:03:2015_21:29:32.5937500PM #100004015,100004030,100004031,100004032,100004033,100004034,100004035,100004036,100004037,100004040,100004041,100004042,100004043
07:03:2015_21:32:30.8281250PM #100004015,100004030,100004031,100004032,100004033,100004034,100004035,100004036,100004037,100004040,100004041,100004042,100004043
07:03:2015_21:33:56.1875000PM #100004015,100004030,100004031,100004032,100004033,100004034,100004035,100004036,100004037,100004040,100004041,100004042,100004043
07:03:2015_22:26:53.3593750PM #100004015,100004030,100004031,100004032,100004033,100004034,100004035,100004036,100004037,100004040,100004041,100004042,100004043
31:03:2016_16:22:42.5052693PM #100025803,100025800,100025795,100025794,100025790,100025787,100025783,100025774,100025773,100025772,100025768,100025766,100025780,100025753,100025802,100025801,100025798,100025797,100025796,100025792,100025791,100025789,100025788,100025786,100025785,100025784,100025782,100025781,100025779,100025778,100025777,100025776,100025771,100025770,100025767,100025765,100025764,100025763,100025762,100025761,100025793,100025804,100025805,10002580617:05:2016_13:26:55.0156250மாலை #100025803,100025800,100025795,100025794,100025790,100025787,100025783,100025774,100025773,100025772,100025768,100025766,100025780,100025753,100025802,100025801,100025798,100025797,100025796,100025792,100025791,100025789,100025788,100025786,100025785,100025784,100025782,100025781,100025779,100025778,100025777,100025776,100025771,100025770,100025767,100025765,100025764,100025763,100025762,100025761,100025793,100025804,100025805,100025806
18:05:2016_18:28:39.2968750மாலை #100025803,100025800,100025795,100025794,100025790,100025787,100025783,100025774,100025773,100025772,100025768,100025766,100025780,100025753,100025802,100025801,100025798,100025797,100025796,100025792,100025791,100025789,100025788,100025786,100025785,100025784,100025782,100025781,100025779,100025778,100025777,100025776,100025771,100025770,100025767,100025765,100025764,100025763,100025762,100025761,100025793,100025804,100025805,100025806
18:05:2016_18:29:04.1093750மாலை #100025803,100025800,100025795,100025794,100025790,100025787,100025783,100025774,100025773,100025772,100025768,100025766,100025780,100025753,100025802,100025801,100025798,100025797,100025796,100025792,100025791,100025789,100025788,100025786,100025785,100025784,100025782,100025781,100025779,100025778,100025777,100025776,100025771,100025770,100025767,100025765,100025764,100025763,100025762,100025761,100025793,100025804,100025805,100025806
21:05:2016_15:19:24.0781250மாலை #100028279,100028278
21:05:2016_15:30:45.5468750மாலை #100028279,100028278,100028280,100028281
21:05:2016_18:03:00.3437500மாலை #100028279,100028278,100028280,100028281
23:05:2016_12:42:39.9843750மாலை #100028279,100028278,100028280,100028281
23:05:2016_17:32:17.2187500மாலை #100028279,100028278,100028280,100028281
23:05:2016_17:38:30.0937500மாலை #100028279,100028278,100028280,100028281
24:05:2016_10:39:52.5937500காலை #100028279,100028278,100028280,100028281
26:05:2016_15:54:25.3750000மாலை #100028522,100028520,100028514,100028513,100028504,100028498,100028495,100028482,100028481,100028480,100028475,100028474,100028478,100028471,100028527,100028526,100028525,100028524,100028521,100028518,100028516,100028515,100028512,100028509,100028508,100028507,100028506,100028505,100028503,100028502,100028501,100028499,100028497,100028493,100028492,100028491,100028490,100028489,100028488,100028487,100028486,100028485,100028483,100028479,100028477,100028476,100028473,100028472,100028523,100028519,100028517,100028500,100028496,100028494,100028484,100028528,100028529
26:05:2016_16:02:47.8593750மாலை #100028522,100028520,100028514,100028513,100028504,100028498,100028495,100028482,100028481,100028480,100028475,100028474,100028478,100028471,100028527,100028526,100028525,100028524,100028521,100028518,100028516,100028515,100028512,100028509,100028508,100028507,100028506,100028505,100028503,100028502,100028501,100028499,100028497,100028493,100028492,100028491,100028490,100028489,100028488,100028487,100028486,100028485,100028483,100028479,100028477,100028476,100028473,100028472,100028523,100028519,100028517,100028500,100028496,100028494,100028484,100028528,100028529
27:05:2016_12:39:31.6410628மாலை #100028522,100028520
27:05:2016_12:39:36.7035628மாலை #100028522,100028520
27:05:2016_12:39:37.6566878மாலை #100028522,100028520
30:05:2016_17:32:15.6093750மாலை #100028522
17:06:2016_11:16:52.0468750காலை #100028522
17:06:2016_11:17:27.8593750காலை #100028522
12:07:2016_15:37:52.0937500மாலை #100030842,100030841,100030835,100030816,100030812,100030811,100030807,100030806,100030805,100030844,100030843,100030840,100030839,100030838,100030837,100030836,100030834,100030833,100030832,100030831,100030830,100030829,100030828,100030827,100030826,100030825,100030824,100030823,100030822,100030821,100030820,100030819,100030818,100030817,100030815,100030814,100030813,100030810,100030809,100030808,100030804,100030803,100030845,100030846,100030847,100030855
22:07:2016_10:46:42.2187500காலை #100030842
22:07:2016_10:49:18.9062500காலை #100030842
22:07:2016_10:49:26.0625000காலை #100030842
17:08:2016_01:28:07.1875000காலை #100030842
17:08:2016_01:31:05.2500000காலை #100030842
17:08:2016_01:45:43.4218750காலை #100030842
17:08:2016_01:53:38.5000000காலை #100030842
17:08:2016_07:21:25.0625000காலை #100030842
17:08:2016_07:26:27.1250000காலை #100030842
19:08:2016_21:52:04.3281250மாலை #100030842
19:08:2016_22:19:02.9062500மாலை #100030842
19:08:2016_23:10:57.2500000மாலை #100030842
19:08:2016_23:32:36.0625000மாலை #100030842
19:08:2016_23:47:16.5468750மாலை #100030842
20:08:2016_13:07:41.5000000மாலை #100032525,100032563
20:08:2016_13:07:57.7500000மாலை #100032525,100032563
20:08:2016_13:10:41.5937500மாலை #100032525,100032563
20:08:2016_13:20:35.8750000மாலை #100032525,100032563,100032565
20:08:2016_13:25:58.3906250மாலை #100032525,100032563,100032565
20:08:2016_13:28:27.2343750மாலை #100032525,100032584,100032565
20:08:2016_13:31:45.8906250மாலை #100032525,100032584,100032565,100032563
20:08:2016_13:35:11.6406250மாலை #100032525,100032584,100032565,100032563
29:08:2016_13:12:36.1562500மாலை #100032525,100032584,100032565,100032563
29:08:2016_13:13:44.6250000மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_18:07:33.6718750மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_18:10:01.8906250மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_18:16:50.6250000மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_18:57:17.0468750மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_18:58:49.1875000மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_19:01:46.9062500மாலை #100032525,100032584,100032565,100032563,100032564
29:08:2016_19:04:16மாலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_10:50:12.3476176காலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_11:48:00.7069926காலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_11:54:32.7226176காலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_12:05:42.0507426மாலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_12:21:25.1288676மாலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_12:22:35.1288676மாலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_13:04:43.9882426மாலை #100032525,100032584,100032565,100032563,100032564
30:08:2016_15:01:47.0663676மாலை #100032525,100032584,100032565,100032563,100032564
31:08:2016_14:15:35.9375000மாலை #100032525,100032584,100032565,100032563,100032564
31:08:2016_14:17:05.5468750மாலை #100032525,100032584,100032565,100032563,100032564
31:08:2016_15:42:56.4375000மாலை #100032525,100032584,100032565,100032563,100032564
31:08:2016_16:03:11.9218750மாலை #100032525,100032584,100032565,100032563,100032564
31:08:2016_16:04:30.7187500மாலை #100032525,100032584,100032565,100032563,100032564
02:09:2016_17:48:09.5468750மாலை #100032525,100032584,100032565,100032563,100032564
02:09:2016_17:56:33.4531250மாலை #100032525,100032584,100032565,100032563,100032564
02:09:2016_19:24:28.5000000மாலை #100032525,100032584,100032565,100032563,100032564
08:09:2016_09:08:17.6875000காலை #100033504,100033502,100033501,100033499,100033495,100033493,100033492,100033485,100033473,100033472,100033471,100033470,100033508,100033507,100033506,100033505,100033503,100033500,100033498,100033494,100033490,100033489,100033488,100033487,100033484,100033483,100033482,100033480,100033479,100033478,100033477,100033475,100033474,100033491,100033509,100033510,100033511
08:09:2016_09:09:09.2500000காலை #100033504,100033502,100033501,100033499,100033495,100033493,100033492,100033485,100033473,100033472,100033471,100033470,100033508,100033507,100033506,100033505,100033503,100033500,100033498,100033494,100033490,100033489,100033488,100033487,100033484,100033483,100033482,100033480,100033479,100033478,100033477,100033475,100033474,100033491,100033509,100033510,100033511
15:09:2016_17:53:37.3593750மாலை #100033504,100033502,100033843,100033847
23:12:2016_15:24:05.6807940மாலை #100033504,100033502,100033843,100033847
28:12:2016_18:00:25.2968750மாலை #100033504,100033502,100033843,100033847
28:12:2016_18:26:52.4843750மாலை #100033504,100033502,100033843,100033847
28:12:2016_20:22:04.5937500மாலை #100033504,100033502,100033843,100033847
03:01:2017_21:47:47.5921250மாலை #100033504,100033502,100033843,100033847
09:01:2017_11:15:06.9218750காலை #100038696,100038586,100038575,100038573,100038476,100038431,100038190,100038377,100038691,100038677,100038638,100038605,100038532,100038526,100038458,100038447,100038430,100038154,100037952,100038173
09:01:2017_11:15:14.3906250காலை #100038696,100038586,100038575,100038573,100038476,100038431,100038190,100038377,100038691,100038677,100038638,100038605,100038532,100038526,100038458,100038447,100038430,100038154,100037952,100038173
12:01:2017_19:53:57.6562500மாலை #100038879,100038880,100038881,100038882,100038883,100038884,100038885,100038886,100038887,100038888,100038889,100038890,100038891,100038892,100038893,100038894,100038895,100038896,100038897,100038898,100038899,100038900,100038901,100038902,100038903,100038904,100038905,100038906,100038907,100038908,100038909,100038910,100038911,100038912,100038913,100038914,100038915,100038916,100038917,100038918,100038919
27:01:2017_11:27:09.1718750காலை #100038879,100038880,100038881,100038882,100038883,100038884,100038885,100038886,100038887,100038888,100038889,100038890,100038891,100038892,100038893,100038894,100038895,100038896,100038897,100038898,100038899,100038900,100038901,100038902,100038903,100038904,100038905,100038906,100038907,100038908,100038909,100038910,100038911,100038912,100038913,100038914,100038915,100038916,100038917,100038918,100038919
27:01:2017_12:07:04.7187500மாலை #100038879,100038880,100038881,100038882,100038883,100038884,100038885,100038886,100038887,100038888,100038889,100038890,100038891,100038892,100038893,100038894,100038895,100038896,100038897,100038898,100038899,100038900,100038901,100038902,100038903,100038904,100038905,100038906,100038907,100038908,100038909,100038910,100038911,100038912,100038913,100038914,100038915,100038916,100038917,100038918,100038919
24:02:2017_18:13:21.5937500மாலை #100038879,100038880,100038881,100038882,100038883,100038884,100038885,100038886,100038887,100038888,100038889,100038890,100038891,100038892,100038893,100038894,100038895,100038896,100038897,100038898,100038899,100038900,100038901,100038902,100038903,100038904,100038905,100038906,100038907,100038908,100038909,100038910,100038911,100038912,100038913,100038914,100038915,100038916,100038917,100038918,100038919
24:02:2017_18:13:45.7968750மாலை #100038879,100038880,100038881,100038882,100038883,100038884,100038885,100038886,100038887,100038888,100038889,100038890,100038891,100038892,100038893,100038894,100038895,100038896,100038897,100038898,100038899,100038900,100038901,100038902,100038903,100038904,100038905,100038906,100038907,100038908,100038909,100038910,100038911,100038912,100038913,100038914,100038915,100038916,100038917,100038918,100038919
28:03:2017_11:40:56.7968750காலை #100041647,100041648,100041649,100041650,100041653,100041654,100041655,100041656,100041658,100041659,100041660,100041661,100041662,100041663,100041664,100041665,100041666,100041667,100041668,100041669,100041670,100041671,100041672,100041673,100041674,100041675,100041676,100041677,100041678,100041679,100041680,100041681,100041682,100041683,100041684,100041685,100041686,100041687,100041688,100041689,100041690,100041691,100041692,100041707
29:03:2017_17:33:05.8851230மாலை #100041647,100041648,100041649,100041650,100041653,100041654,100041655,100041656,100041658,100041659,100041660,100041661,100041662,100041663,100041664,100041665,100041666,100041667,100041668,100041669,100041670,100041671,100041672,100041673,100041674,100041675,100041676,100041677,100041678,100041679,100041680,100041681,100041682,100041683,100041684,100041685,100041686,100041687,100041688,100041689,100041690,100041691,100041692,100041707
29:03:2017_17:33:25.6038730மாலை #100041647,100041648,100041649,100041650,100041653,100041654,100041655,100041656,100041658,100041659,100041660,100041661,100041662,100041663,100041664,100041665,100041666,100041667,100041668,100041669,100041670,100041671,100041672,100041673,100041674,100041675,100041676,100041677,100041678,100041679,100041680,100041681,100041682,100041683,100041684,100041685,100041686,100041687,100041688,100041689,100041690,100041691,100041692,100041707
05:04:2017_11:56:15.1369779காலை #100041966,100041970,100041971,100041972,100041973,100041974,100041975,100041976,100041977,100041978,100041979,100041980,100041981,100041982,100041983,100041984,100041985,100041986,100041987,100041989,100041990,100041991,100041992,100041993,100041994,100041995,100041996,100041997,100041998,100041999,100042000,100042001,100042002,100042003
05:04:2017_11:56:52.2932279காலை #100041966,100041970,100041971,100041972,100041973,100041974,100041975,100041976,100041977,100041978,100041979,100041980,100041981,100041982,100041983,100041984,100041985,100041986,100041987,100041989,100041990,100041991,100041992,100041993,100041994,100041995,100041996,100041997,100041998,100041999,100042000,100042001,100042002,100042003
11:04:2017_12:20:56.7500000மாலை #100042210
11:04:2017_12:21:10.4062500மாலை #100042210
12:04:2017_16:05:28.7807845மாலை #100042210
12:04:2017_16:06:51.8432845மாலை #100042209,100042210,100042211,100042212,100042213,100042214,100042216,100042217,100042218,100042219,100042220,100042221,100042223,100042224,100042226,100042227,100042228,100042229,100042231,100042232,100042233,100042234,100042235,100042236,100042237,100042238,100042239,100042240,100042241,100042243,100042244,100042245,100042246,100042247,100042249,100042250,100042251,100042252,100042253,100042254,100042255
12:04:2017_16:23:25.4995345மாலை #100042209,100042210,100042211,100042212,100042213,100042214,100042216,100042217,100042218,100042219,100042220,100042221,100042223,100042224,100042226,100042227,100042228,100042229,100042231,100042232,100042233,100042234,100042235,100042236,100042237,100042238,100042239,100042240,100042241,100042243,100042244,100042245,100042246,100042247,100042249,100042250,100042251,100042252,100042253,100042254,100042255
13:04:2017_08:50:24.6406250காலை #100042287,100042281,100042264,100042290,100042293,100042256,100042263,100042261,100042286,100042291,100042274,100042267,100042259,100042276,100042289,100042258,100042277,100042268,100042284,100042265,100042271,100042282,100042273,100042292,100042270,100042278,100042285,100042257,100042280,100042262,100042269,100042260,100042275,100042288,100042279,100042283,100042294,100042295
17:04:2017_14:48:21.3437500மாலை #100042417
17:04:2017_16:54:53.4375000மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_16:55:13.4375000மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_16:55:32.2187500மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_16:56:04.5000000மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_17:16:07.5156250மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_17:18:03.6562500மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
17:04:2017_17:18:31.7968750மாலை #100042371,100042372,100042373,100042374,100042375,100042376,100042377,100042378,100042379,100042380,100042381,100042382,100042383,100042384,100042385,100042386,100042387,100042388,100042389,100042390,100042391,100042392,100042393,100042394,100042395,100042396,100042397,100042398,100042399,100042400,100042401,100042402,100042403,100042404,100042405,100042406,100042407,100042408,100042370,100042368,100042369
18:04:2017_11:23:35.5468750காலை #100042409,100042410,100042411,100042412,100042413,100042414,100042416,100042417,100042418,100042419,100042420,100042421,100042422,100042423,100042424,100042425,100042426,100042427,100042429,100042430,100042431,100042432,100042433,100042434,100042435,100042436,100042437,100042438,100042439,100042440,100042441,100042442,100042443,100042444,100042445,100042446,100042447,100042448,100042449,100042450,100042451,100042452,100042453,100042387,100042025
19:04:2017_13:05:54.4757284மாலை #100042454,100042455,100042456,100042457,100042458,100042459,100042460,100042461,100042462,100042464,100042465,100042466,100042467,100042468,100042469,100042470,100042471,100042472,100042473,100042474,100042475,100042476,100042477,100042478,100042479,100042480,100042481,100042482,100042483,100042484,100042485,100042486,100042487,100042488,100042489,100042490,100042491,100042492,100042372
20:04:2017_11:25:09.2500000காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523
20:04:2017_11:25:52.9843750காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523
20:04:2017_11:36:48.7343750காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523
20:04:2017_12:25:58.0937500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523
24:04:2017_16:59:34.2656250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
24:04:2017_17:00:43.6875000மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_14:09:45.1875000மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_14:14:36.7500000மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_14:19:55.8281250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_14:28:03மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_14:37:35.8906250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_15:30:45.9531250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_15:32:29.7656250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_16:24:34.8437500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_18:51:58.7187500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_19:07:43.5625000மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
19:05:2017_19:11:56.8437500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
20:05:2017_11:25:41.9218750காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
20:05:2017_11:37:30.2656250காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
20:05:2017_16:51:24.5156250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
22:05:2017_11:46:22.4375000காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
22:05:2017_11:56:06.1093750காலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
22:05:2017_12:06:01.4531250மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
22:05:2017_12:25:15.9062500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
22:05:2017_12:39:42.1562500மாலை #100042493,100042494,100042495,100042496,100042497,100042498,100042499,100042500,100042501,100042502,100042503,100042505,100042506,100042507,100042508,100042509,100042510,100042511,100042512,100042513,100042514,100042515,100042517,100042518,100042519,100042520,100042521,100042523,100042671
